card_id,card_name,expansion,collection_no,stage_type,rule,category,previous_stage,hp,type,weakness,resistance,retreat,attack_count,max_damage,mean_damage,max_damage_per_energy,min_attack_cost,text,move_text,is_pokemon,is_basic,is_stage1,is_stage2,is_trainer,is_energy,is_ex,is_mega_ex,is_ace_spec,has_draw,has_search,has_gust,has_energy_accel,has_damage_boost
491,Darumaka,BLK,13,Basic Pokémon,,,,80.0,{R},{W},,2.0,1,30.0,30.0,15.0,2,,Will-O-Wisp,True,True,False,False,False,False,False,False,False,False,False,False,False,False
492,Darmanitan,BLK,14,Stage 1 Pokémon,,,Darumaka,140.0,{R},{W},,2.0,2,180.0,115.0,45.0,2,Your opponent’s Active Pokémon is now Burned. Discard 2 Energy from this Pokémon.,Searing Flame Smashing Headbutt,True,False,True,False,False,False,False,False,False,False,False,False,True,False
493,Litwick,WHT,16,Basic Pokémon,,,,60.0,{R},{W},,1.0,1,0.0,0.0,0.0,1,Look at the top card of your deck. You may discard that card.,Brighten and Burn,True,True,False,False,False,False,False,False,False,False,False,False,False,False
494,Lampent,WHT,17,Stage 1 Pokémon,,,Litwick,80.0,{R},{W},,1.0,1,50.0,50.0,50.0,1,Discard an Energy from this Pokémon.,Fire Blast,True,False,True,False,False,False,False,False,False,False,False,False,True,False
495,Chandelure,WHT,18,Stage 2 Pokémon,,,Lampent,150.0,{R},{W},,2.0,2,180.0,115.0,90.0,1,"If you have 10 or more Basic {R} Energy cards in your discard pile, this attack does 100 more damage. Discard all Energy from this Pokémon.",Incendiary Pillar Burn It All Up,True,False,False,True,False,False,False,False,False,False,False,False,True,False
496,Larvesta,BLK,15,Basic Pokémon,,,,60.0,{R},{W},,1.0,1,10.0,10.0,10.0,1,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon.",Peck Off,True,True,False,False,False,False,False,False,False,False,False,False,False,False
497,Volcarona,BLK,16,Stage 1 Pokémon,,,Larvesta,120.0,{R},{W},,1.0,2,70.0,70.0,23.333333333333332,3,"You must discard a Basic {R} Energy card from your hand in order to use this Ability. Once during your turn, you may make your opponent’s Active Pokémon Burned.",[Ability] Torrid Scales Fire Wing,True,False,True,False,False,False,False,False,False,False,False,False,True,False
498,Panpour,BLK,17,Basic Pokémon,,,,70.0,{W},{L},,1.0,2,30.0,30.0,15.0,1,Draw a card.,Collect Scratch,True,True,False,False,False,False,False,False,False,True,False,False,False,False
499,Simipour,BLK,18,Stage 1 Pokémon,,,Panpour,100.0,{W},{L},,1.0,1,70.0,70.0,35.0,2,,Gentle Slap,True,False,True,False,False,False,False,False,False,False,False,False,False,False
500,Tympole,BLK,19,Basic Pokémon,,,,60.0,{W},{L},,1.0,1,20.0,20.0,10.0,2,This attack does 20 damage for each of your Pokémon in play that has the Round attack.,Round,True,True,False,False,False,False,False,False,False,False,False,False,False,False
501,Palpitoad,BLK,20,Stage 1 Pokémon,,,Tympole,90.0,{W},{L},,2.0,2,60.0,50.0,20.0,2,This attack does 40 damage for each of your Pokémon in play that has the Round attack.,Round Wave Splash,True,False,True,False,False,False,False,False,False,False,False,False,False,False
502,Seismitoad,BLK,21,Stage 2 Pokémon,,,Palpitoad,170.0,{W},{L},,3.0,2,160.0,115.0,40.0,3,This attack does 70 damage for each of your Pokémon in play that has the Round attack.,Round Hyper Voice,True,False,False,True,False,False,False,False,False,False,False,False,False,False
503,Tirtouga,BLK,22,Stage 1 Pokémon,,,Antique Cover Fossil,100.0,{W},{L},,3.0,2,80.0,55.0,30.0,1,This attack does 30 damage for each Item card in your opponent’s discard pile.,Ancient Seaweed Surf,True,False,True,False,False,False,False,False,False,False,False,False,False,False
504,Carracosta,BLK,23,Stage 2 Pokémon,,,Tirtouga,180.0,{W},{L},,3.0,2,150.0,150.0,50.0,3,"Prevent all damage from and effects of attacks done to this Pokémon by your opponent’s Pokémon that have any Special Energy attached. During your opponent’s next turn, the Defending Pokémon can’t retreat.",[Ability] Mighty Shell Big Bite,True,False,False,True,False,False,False,False,False,False,False,False,False,False
505,Alomomola,BLK,24,Basic Pokémon,,,,110.0,{W},{L},,1.0,2,70.0,70.0,23.333333333333332,3,"Once during your turn, if this Pokémon is in the Active Spot, you may put a Basic Pokémon with 70 HP or less from your discard pile onto your Bench.",[Ability] Gentle Fin Waterfall,True,True,False,False,False,False,False,False,False,False,False,False,False,False
506,Cubchoo,BLK,25,Basic Pokémon,,,,70.0,{W},{M},,2.0,1,10.0,10.0,10.0,1,"During your opponent’s next turn, the Defending Pokémon can’t use attacks.",Snotted Up,True,True,False,False,False,False,False,False,False,False,False,False,False,False
507,Beartic,BLK,26,Stage 1 Pokémon,,,Cubchoo,150.0,{W},{M},,3.0,2,150.0,100.0,50.0,1,"Flip a coin until you get tails. This attack does 50 damage for each heads. During your opponent’s next turn, the Defending Pokémon can’t use attacks.",Continuous Headbutt Sheer Cold,True,False,True,False,False,False,False,False,False,False,False,False,False,False
508,Cryogonal,BLK,27,Basic Pokémon,,,,90.0,{W},{M},,1.0,2,30.0,30.0,30.0,1,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot. This attack does 20 damage to the new Active Pokémon.,Drag Off Icicle,True,True,False,False,False,False,False,False,False,False,False,True,False,False
509,Kyurem ex,BLK,28,Basic Pokémon,Pokémon ex,,,230.0,{W},{M},,2.0,2,130.0,90.0,43.333333333333336,2,This attack also does 10 damage to each of your opponent’s Benched Pokémon for each Prize card your opponent has taken. (Don’t apply Weakness and Resistance for Benched Pokémon.),Slash Blizzard Burst,True,True,False,False,False,False,True,False,False,False,False,False,False,False
510,Emolga,BLK,29,Basic Pokémon,,,,70.0,{L},{F},,0.0,2,20.0,20.0,20.0,1,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",Call for Family Static Shock,True,True,False,False,False,False,False,False,False,False,True,False,False,False
511,Tynamo,BLK,30,Basic Pokémon,,,,40.0,{L},{F},,0.0,1,0.0,0.0,0.0,1,Heal 10 damage from this Pokémon.,Hold Still,True,True,False,False,False,False,False,False,False,False,False,False,False,False
512,Eelektrik,BLK,31,Stage 1 Pokémon,,,Tynamo,90.0,{L},{F},,2.0,2,50.0,50.0,16.666666666666668,3,"Once during your turn, you may attach a Basic {L} Energy card from your discard pile to 1 of your Benched Pokémon.",[Ability] Dynamotor Electric Ball,True,False,True,False,False,False,False,False,False,False,False,False,True,False
513,Eelektross,BLK,32,Stage 2 Pokémon,,,Eelektrik,160.0,{L},{F},,3.0,2,100.0,80.0,60.0,1,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed. Flip 4 coins. This attack does 100 damage for each heads.",Thunder Fang Buzz Flip,True,False,False,True,False,False,False,False,False,False,False,False,False,False
514,Thundurus,BLK,33,Basic Pokémon,,,,120.0,{L},{F},,1.0,2,110.0,110.0,36.666666666666664,1,"Search your deck for a Basic {L} Energy card and attach it to this Pokémon. Then, shuffle your deck. Discard an Energy from this Pokémon.",Charge Disaster Volt,True,True,False,False,False,False,False,False,False,False,True,False,True,False
515,Zekrom ex,BLK,34,Basic Pokémon,Pokémon ex,,,230.0,{L},{F},,2.0,2,130.0,90.0,43.333333333333336,2,This attack does 50 more damage for each Prize card your opponent has taken. This Pokémon also does 30 damage to itself.,Slash Voltage Burst,True,True,False,False,False,False,True,False,False,False,False,False,False,False
516,Munna,BLK,35,Basic Pokémon,,,,70.0,{P},{D},{F},1.0,2,10.0,10.0,10.0,1,This Pokémon is now Asleep. Heal 30 damage from it.,Rest Mumble,True,True,False,False,False,False,False,False,False,False,False,False,False,False
517,Musharna,BLK,36,Stage 1 Pokémon,,,Munna,120.0,{P},{D},{F},2.0,2,50.0,50.0,50.0,1,"You may search your deck for any number of Fennel cards, reveal them, and put them into your hand. Then, shuffle your deck. Your opponent’s Active Pokémon is now Asleep.",Dream Calling Sleep Pulse,True,False,True,False,False,False,False,False,False,False,True,False,False,False
518,Solosis,BLK,37,Basic Pokémon,,,,40.0,{P},{D},{F},1.0,1,10.0,10.0,10.0,1,,Rollout,True,True,False,False,False,False,False,False,False,False,False,False,False,False
519,Duosion,BLK,38,Stage 1 Pokémon,,,Solosis,70.0,{P},{D},{F},1.0,2,30.0,30.0,30.0,1,"Search your deck for a card that evolves from 1 of your Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck.",Cellular Evolution Spray Fluid,True,False,True,False,False,False,False,False,False,False,True,False,False,False
520,Reuniclus,BLK,39,Stage 2 Pokémon,,,Duosion,140.0,{P},{D},{F},1.0,2,40.0,40.0,40.0,1,"For each of your Benched Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. This attack does 40 more damage for each of your Evolution Pokémon in play.",Cellular Ascension Evo-Lariat,True,False,False,True,False,False,False,False,False,False,True,False,False,False
521,Elgyem,BLK,40,Basic Pokémon,,,,60.0,{P},{D},{F},1.0,2,40.0,40.0,13.333333333333334,1,Move an Energy from 1 of your opponent’s Pokémon to another of their Pokémon.,Slight Shift Beam,True,True,False,False,False,False,False,False,False,False,False,False,False,False
522,Beheeyem,BLK,41,Stage 1 Pokémon,,,Elgyem,90.0,{P},{D},{F},1.0,2,80.0,80.0,26.666666666666668,1,Heal 40 damage from this Pokémon. This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.,Calm Mind Psychic,True,False,True,False,False,False,False,False,False,False,False,False,False,False
523,Golett,BLK,42,Basic Pokémon,,,,90.0,{P},{D},{F},3.0,1,60.0,60.0,30.0,2,"Flip a coin. If tails, this attack does nothing.",Best Punch,True,True,False,False,False,False,False,False,False,False,False,False,False,False
524,Golurk,BLK,43,Stage 1 Pokémon,,,Golett,160.0,{P},{D},{F},4.0,2,200.0,140.0,40.0,3,Flip 2 coins. This attack does 80 damage for each heads.,Double Smash Golurk Hammer,True,False,True,False,False,False,False,False,False,False,False,False,False,False
525,Meloetta ex,BLK,44,Basic Pokémon,Pokémon ex,,,200.0,{P},{D},{F},1.0,2,30.0,30.0,30.0,1,"If you go first, this Pokémon can use attacks during your first turn. During your next turn, this Pokémon’s Echoed Voice attack does 80 more damage (before applying Weakness and Resistance).",[Ability] Debut Performance Echoed Voice,True,True,False,False,False,False,True,False,False,False,False,False,False,False
526,Drilbur,BLK,45,Basic Pokémon,,,,70.0,{F},{G},,1.0,2,30.0,20.0,15.0,1,,Mud-Slap Corkscrew Punch,True,True,False,False,False,False,False,False,False,False,False,False,False,False
527,Excadrill ex,BLK,46,Stage 1 Pokémon,Pokémon ex,,Drilbur,270.0,{F},{G},,3.0,2,200.0,130.0,66.66666666666667,2,This attack also does 60 damage to 1 of your opponent’s Benched Pokémon that has any damage counters on it. (Don’t apply Weakness and Resistance for Benched Pokémon.) This attack’s damage isn’t affected by Resistance.,Piercing Drill Rock Tumble,True,False,True,False,False,False,True,False,False,False,False,False,False,False
528,Timburr,BLK,47,Basic Pokémon,,,,70.0,{F},{P},,2.0,2,50.0,30.0,16.666666666666668,1,,Low Kick Strength,True,True,False,False,False,False,False,False,False,False,False,False,False,False
529,Gurdurr,BLK,48,Stage 1 Pokémon,,,Timburr,100.0,{F},{P},,3.0,2,60.0,45.0,30.0,1,Discard the top card of your opponent’s deck.,Low Kick Hammer Arm,True,False,True,False,False,False,False,False,False,False,False,False,False,False
530,Conkeldurr,BLK,49,Stage 2 Pokémon,,,Gurdurr,140.0,{F},{P},,3.0,2,100.0,100.0,25.0,4,This Pokémon gets +40 HP for each {F} Energy attached to it. Flip 2 coins. This attack does 50 more damage for each heads.,[Ability] Craftsmanship Swing Around,True,False,False,True,False,False,False,False,False,False,False,False,False,False
531,Throh,BLK,50,Basic Pokémon,,,,130.0,{F},{P},,2.0,1,120.0,120.0,60.0,2,This attack does 30 less damage for each {C} in your opponent’s Active Pokémon’s Retreat Cost.,Shoulder Throw,True,True,False,False,False,False,False,False,False,False,False,False,False,False
532,Dwebble,BLK,51,Basic Pokémon,,,,70.0,{F},{G},,2.0,2,20.0,15.0,10.0,1,This attack does 10 damage for each damage counter on this Pokémon.,Flail Dig Claws,True,True,False,False,False,False,False,False,False,False,False,False,False,False
533,Crustle,BLK,52,Stage 1 Pokémon,,,Dwebble,150.0,{F},{G},,3.0,2,80.0,80.0,26.666666666666668,3,"If this Pokémon has full HP and would be Knocked Out by damage from an attack, it is not Knocked Out, and its remaining HP becomes 10. Flip a coin. If heads, this attack does 60 more damage.",[Ability] Sturdy Stone Edge,True,False,True,False,False,False,False,False,False,False,False,False,False,False
534,Landorus,BLK,53,Basic Pokémon,,,,130.0,{F},{G},,2.0,2,110.0,110.0,36.666666666666664,1,Attach a Basic {F} Energy card from your discard pile to this Pokémon. This attack also does 10 damage to each of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),Abundant Harvest Earthquake,True,True,False,False,False,False,False,False,False,False,False,False,True,False
535,Venipede,BLK,54,Basic Pokémon,,,,80.0,{D},{F},,3.0,1,0.0,0.0,0.0,1,Your opponent’s Active Pokémon is now Poisoned.,Poison Spray,True,True,False,False,False,False,False,False,False,False,False,False,False,False
536,Whirlipede,BLK,55,Stage 1 Pokémon,,,Venipede,100.0,{D},{F},,3.0,1,30.0,30.0,30.0,1,"If your opponent’s Active Pokémon is Poisoned, this attack does 60 more damage.",Venoshock,True,False,True,False,False,False,False,False,False,False,False,False,False,False
537,Scolipede,BLK,56,Stage 2 Pokémon,,,Whirlipede,160.0,{D},{F},,3.0,2,90.0,90.0,45.0,2,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Poisoned. If your opponent’s Active Pokémon is Poisoned, this attack does 90 more damage.",[Ability] Poison Point Venoshock,True,False,False,True,False,False,False,False,False,False,False,False,False,False
538,Sandile,BLK,57,Basic Pokémon,,,,70.0,{D},{G},,2.0,1,10.0,10.0,10.0,1,Your opponent discards a card from their hand.,Tighten Up,True,True,False,False,False,False,False,False,False,False,False,False,False,False
539,Krokorok,BLK,58,Stage 1 Pokémon,,,Sandile,100.0,{D},{G},,2.0,1,40.0,40.0,20.0,2,Your opponent discards 2 cards from their hand.,Tighten Up,True,False,True,False,False,False,False,False,False,False,False,False,False,False
540,Krookodile,BLK,59,Stage 2 Pokémon,,,Krokorok,170.0,{D},{G},,3.0,2,120.0,90.0,40.0,2,"Your opponent discards 2 cards from their hand. If your opponent has 3 or fewer cards in their hand, this attack does 120 more damage.",Tighten Up Cursed Slug,True,False,False,True,False,False,False,False,False,False,False,False,False,False
541,Vullaby,WHT,63,Basic Pokémon,,,,70.0,{D},{L},{F},1.0,1,10.0,10.0,10.0,1,,Playful Kick,True,True,False,False,False,False,False,False,False,False,False,False,False,False
542,Mandibuzz,WHT,64,Stage 1 Pokémon,,,Vullaby,110.0,{D},{L},{F},1.0,2,90.0,90.0,30.0,3,"Once during your turn, you may use this Ability. Your opponent reveals their hand, and you put a Basic Pokémon with 70 HP or less that you find there onto your opponent’s Bench.",[Ability] Look for Prey Cutting Wind,True,False,True,False,False,False,False,False,False,False,False,False,False,False
543,Escavalier,BLK,60,Stage 1 Pokémon,,,Karrablast,130.0,{M},{R},{G},3.0,1,90.0,90.0,90.0,1,This Pokémon also does 30 damage to itself.,Wild Lances,True,False,True,False,False,False,False,False,False,False,False,False,False,False
544,Pawniard,BLK,64,Basic Pokémon,,,,60.0,{M},{R},{G},1.0,1,10.0,10.0,10.0,1,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",Corner,True,True,False,False,False,False,False,False,False,False,False,False,False,False
545,Bisharp,BLK,65,Stage 1 Pokémon,,,Pawniard,120.0,{M},{R},{G},2.0,2,60.0,50.0,40.0,1,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 60 more damage.",Cut Up Finishing Blow,True,False,True,False,False,False,False,False,False,False,False,False,False,False
546,Cobalion,BLK,66,Basic Pokémon,,,,120.0,{M},{R},{G},2.0,2,80.0,50.0,26.666666666666668,1,"Discard a Special Energy from your opponent’s Active Pokémon. If this Pokémon has a Pokémon Tool attached, this attack does 40 more damage.",Righteous Edge Metal Arms,True,True,False,False,False,False,False,False,False,False,False,False,True,False
547,Genesect ex,BLK,67,Basic Pokémon,Pokémon ex,,,220.0,{M},{R},{G},2.0,2,150.0,150.0,50.0,3,"Once during your turn, you may search your deck for up to 2 Evolution {M} Pokémon, reveal them, and put them into your hand. Then, shuffle your deck. During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).",[Ability] Metallic Signal Protect Charge,True,True,False,False,False,False,True,False,False,False,True,False,False,False
548,Axew,BLK,68,Basic Pokémon,,,,70.0,竜,,,2.0,1,0.0,0.0,0.0,1,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Gather Strength,True,True,False,False,False,False,False,False,False,False,True,False,False,False
549,Fraxure,BLK,69,Stage 1 Pokémon,,,Axew,100.0,竜,,,2.0,2,90.0,60.0,45.0,1,"During your next turn, this Pokémon can’t use attacks.",Bite Boundless Power,True,False,True,False,False,False,False,False,False,False,False,False,False,False
550,Haxorus,BLK,70,Stage 2 Pokémon,,,Fraxure,170.0,竜,,,3.0,2,80.0,80.0,40.0,2,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 80 more damage. If your opponent’s Active Pokémon is a Basic Pokémon, it is Knocked Out.",Cross-Cut Axe Blast,True,False,False,True,False,False,False,False,False,False,False,False,False,False
551,Pidove,BLK,71,Basic Pokémon,,,,60.0,{C},{L},{F},1.0,2,10.0,10.0,10.0,1,Your opponent reveals their hand.,Scout Stampede,True,True,False,False,False,False,False,False,False,False,False,False,False,False
552,Tranquill,BLK,72,Stage 1 Pokémon,,,Pidove,80.0,{C},{L},{F},0.0,1,40.0,40.0,40.0,1,"Flip a coin. If tails, this attack does nothing. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",Fly,True,False,True,False,False,False,False,False,False,False,False,False,False,False
553,Unfezant,BLK,73,Stage 2 Pokémon,,,Tranquill,150.0,{C},{L},{F},0.0,2,120.0,120.0,60.0,1,"Draw 4 cards. Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",Add On Swift Flight,True,False,False,True,False,False,False,False,False,True,False,False,False,False
554,Audino,BLK,74,Basic Pokémon,,,,100.0,{C},{F},,1.0,1,30.0,30.0,30.0,1,You may draw cards until you have 6 cards in your hand.,Return,True,True,False,False,False,False,False,False,False,True,False,False,False,False
555,Minccino,BLK,75,Basic Pokémon,,,,60.0,{C},{F},,1.0,1,20.0,20.0,20.0,1,Flip 2 coins. This attack does 20 damage for each heads.,Tail Slap,True,True,False,False,False,False,False,False,False,False,False,False,False,False
556,Cinccino,BLK,76,Stage 1 Pokémon,,,Minccino,100.0,{C},{F},,1.0,1,20.0,20.0,20.0,1,This attack does 20 more damage for each of your Benched Pokémon.,Do the Wave,True,False,True,False,False,False,False,False,False,False,False,False,False,False
557,Sewaddle,WHT,1,Basic Pokémon,,,,50.0,{G},{R},,1.0,1,20.0,20.0,20.0,1,,Bug Bite,True,True,False,False,False,False,False,False,False,False,False,False,False,False
558,Swadloon,WHT,2,Stage 1 Pokémon,,,Sewaddle,80.0,{G},{R},,2.0,2,40.0,40.0,20.0,2,"Once during your turn, you may heal 20 damage from your Active Pokémon.",[Ability] Healing Leaves Bug Buzz,True,False,True,False,False,False,False,False,False,False,False,False,False,False
559,Leavanny,WHT,3,Stage 2 Pokémon,,,Swadloon,130.0,{G},{R},,1.0,2,90.0,90.0,45.0,1,"Heal 100 damage from each of your Basic Pokémon. Flip a coin. If heads, this attack does 40 more damage.",Healing Wrapping X-Scissor,True,False,False,True,False,False,False,False,False,False,False,False,False,False
560,Cottonee,WHT,4,Basic Pokémon,,,,60.0,{G},{R},,1.0,1,10.0,10.0,10.0,1,Heal 10 damage from this Pokémon.,Absorb,True,True,False,False,False,False,False,False,False,False,False,False,False,False
561,Whimsicott ex,WHT,5,Stage 1 Pokémon,Pokémon ex,,Cottonee,230.0,{G},{R},,0.0,2,50.0,50.0,50.0,1,"Search your deck for up to 3 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck. Your opponent reveals their hand. This attack does 50 damage for each Trainer card you find there.",Energy Gift Wondrous Cotton,True,False,True,False,False,False,True,False,False,False,True,False,False,False
562,Deerling,WHT,6,Basic Pokémon,,,,70.0,{G},{R},,1.0,1,30.0,30.0,15.0,2,,Rear Kick,True,True,False,False,False,False,False,False,False,False,False,False,False,False
563,Sawsbuck,WHT,7,Stage 1 Pokémon,,,Deerling,130.0,{G},{R},,2.0,2,100.0,75.0,33.333333333333336,2,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),Push Down Solar Beam,True,False,True,False,False,False,False,False,False,False,False,True,False,False
564,Shelmet,WHT,8,Basic Pokémon,,,,60.0,{G},{R},,3.0,2,10.0,10.0,10.0,1,"If you have Karrablast in play, this Pokémon can evolve during your first turn or the turn you play it.",[Ability] Stimulated Evolution Headbutt Bounce,True,True,False,False,False,False,False,False,False,False,False,False,False,False
565,Accelgor,WHT,9,Stage 1 Pokémon,,,Shelmet,100.0,{G},{R},,1.0,1,50.0,50.0,50.0,1,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon.",Acid Spray,True,False,True,False,False,False,False,False,False,False,False,False,True,False
566,Virizion,WHT,10,Basic Pokémon,,,,120.0,{G},{R},,1.0,2,130.0,80.0,43.333333333333336,1,"Heal from this Pokémon the same amount of damage you did to your opponent’s Active Pokémon. During your next turn, this Pokémon can’t use attacks.",Giga Drain Emerald Blade,True,True,False,False,False,False,False,False,False,False,False,False,False,False
567,Tepig,WHT,11,Basic Pokémon,,,,70.0,{R},{W},,1.0,2,30.0,20.0,15.0,1,,Tackle Rollout,True,True,False,False,False,False,False,False,False,False,False,False,False,False
568,Pignite,WHT,12,Stage 1 Pokémon,,,Tepig,110.0,{R},{W},,3.0,2,80.0,55.0,30.0,1,,Combustion Heat Crash,True,False,True,False,False,False,False,False,False,False,False,False,False,False
569,Emboar,WHT,13,Stage 2 Pokémon,,,Pignite,180.0,{R},{W},,4.0,2,120.0,120.0,30.0,4,"As often as you like during your turn, you may attach a Basic {R} Energy card from your hand to 1 of your Pokémon.",[Ability] Inferno Fandango Heat Crash,True,False,False,True,False,False,False,False,False,False,False,False,True,False
570,Pansear,WHT,14,Basic Pokémon,,,,70.0,{R},{W},,1.0,2,30.0,30.0,15.0,1,Draw a card.,Collect Scratch,True,True,False,False,False,False,False,False,False,True,False,False,False,False
571,Simisear,WHT,15,Stage 1 Pokémon,,,Pansear,100.0,{R},{W},,1.0,1,70.0,70.0,35.0,2,,Gentle Slap,True,False,True,False,False,False,False,False,False,False,False,False,False,False
572,Heatmor,WHT,19,Basic Pokémon,,,,120.0,{R},{W},,2.0,2,60.0,60.0,30.0,1,"Search your deck for up to 3 in any combination of {R} Pokémon and Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Licking Catch Fire Claws,True,True,False,False,False,False,False,False,False,False,True,False,False,False
573,Reshiram ex,WHT,20,Basic Pokémon,Pokémon ex,,,230.0,{R},{W},,2.0,2,130.0,90.0,43.333333333333336,2,This attack does 50 more damage for each Prize card your opponent has taken. Discard an Energy from this Pokémon.,Slash Blazing Burst,True,True,False,False,False,False,True,False,False,False,False,False,True,False
574,Oshawott,WHT,21,Basic Pokémon,,,,70.0,{W},{L},,1.0,2,30.0,20.0,15.0,1,,Tackle Water Gun,True,True,False,False,False,False,False,False,False,False,False,False,False,False
575,Dewott,WHT,22,Stage 1 Pokémon,,,Oshawott,100.0,{W},{L},,1.0,1,30.0,30.0,30.0,1,This attack does 30 damage for each Energy attached to this Pokémon.,Energized Shell,True,False,True,False,False,False,False,False,False,False,False,False,False,False
576,Samurott,WHT,23,Stage 2 Pokémon,,,Dewott,160.0,{W},{L},,2.0,2,30.0,30.0,30.0,1,"Once during your turn, you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) This attack does 50 more damage for each Energy attached to this Pokémon.",[Ability] Torrential Whirlpool Energized Slash,True,False,False,True,False,False,False,False,False,False,False,True,False,False
577,Basculin,WHT,24,Basic Pokémon,,,,90.0,{W},{L},,1.0,2,50.0,30.0,50.0,1,"If your opponent’s Active Pokémon has no damage counters on it before this attack does damage, this attack does nothing.",Bite Bared Fangs,True,True,False,False,False,False,False,False,False,False,False,False,False,False
578,Ducklett,WHT,25,Basic Pokémon,,,,70.0,{W},{L},{F},1.0,2,20.0,20.0,10.0,1,Discard a {R} Energy from your opponent’s Active Pokémon.,Firefighting Wing Attack,True,True,False,False,False,False,False,False,False,False,False,False,True,False
579,Swanna,WHT,26,Stage 1 Pokémon,,,Ducklett,120.0,{W},{L},{F},1.0,2,120.0,75.0,40.0,1,Discard an Energy from this Pokémon.,Flap Air Slash,True,False,True,False,False,False,False,False,False,False,False,False,True,False
580,Vanillite,WHT,27,Basic Pokémon,,,,60.0,{W},{M},,1.0,2,20.0,15.0,10.0,1,"Flip a coin. If heads, this attack does 20 more damage.",Beat Ice Edge,True,True,False,False,False,False,False,False,False,False,False,False,False,False
581,Vanillish,WHT,28,Stage 1 Pokémon,,,Vanillite,90.0,{W},{M},,2.0,2,50.0,40.0,16.666666666666668,2,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",Ram Ice Beam,True,False,True,False,False,False,False,False,False,False,False,False,False,False
582,Vanilluxe,WHT,29,Stage 2 Pokémon,,,Vanillish,150.0,{W},{M},,2.0,2,90.0,75.0,30.0,2,"Flip 2 coins. This attack does 90 damage for each heads. If either of them is heads, your opponent’s Active Pokémon is now Paralyzed.",Ram Double Freeze,True,False,False,True,False,False,False,False,False,False,False,False,False,False
583,Keldeo ex,WHT,30,Basic Pokémon,Pokémon ex,,,210.0,{W},{L},,2.0,2,120.0,75.0,40.0,2,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 90 more damage. This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.",Gale Thrust Sonic Edge,True,True,False,False,False,False,True,False,False,False,False,False,False,False
584,Blitzle,WHT,31,Basic Pokémon,,,,60.0,{L},{F},,1.0,2,30.0,20.0,15.0,1,,Smash Kick Zap Kick,True,True,False,False,False,False,False,False,False,False,False,False,False,False
585,Zebstrika,WHT,32,Stage 1 Pokémon,,,Blitzle,120.0,{L},{F},,1.0,2,100.0,65.0,33.333333333333336,1,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),Smash Kick Electrobullet,True,False,True,False,False,False,False,False,False,False,False,False,False,False
586,Joltik,WHT,33,Basic Pokémon,,,,40.0,{L},{F},,1.0,1,30.0,30.0,30.0,1,"Flip a coin. If tails, this attack does nothing.",Surprise Attack,True,True,False,False,False,False,False,False,False,False,False,False,False,False
587,Galvantula,WHT,34,Stage 1 Pokémon,,,Joltik,90.0,{L},{F},,1.0,1,50.0,50.0,50.0,1,Discard all {L} Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.,Discharge,True,False,True,False,False,False,False,False,False,False,False,False,True,False
588,Stunfisk,WHT,35,Basic Pokémon,,,,110.0,{L},{F},,2.0,2,50.0,35.0,25.0,1,"If this Pokémon has any {F} Energy attached, this attack does 20 more damage.",Muddy Bolt Flop,True,True,False,False,False,False,False,False,False,False,False,False,False,False
589,Woobat,WHT,36,Basic Pokémon,,,,60.0,{P},{L},{F},1.0,1,10.0,10.0,10.0,1,,Heart Stamp,True,True,False,False,False,False,False,False,False,False,False,False,False,False
